Toronto Municipality,HPI - Single-Family Detached,HPI - Single-Family Attached,HPI - Townhouse,HPI - Apartment,Effective Date
Toronto C11,1288200,964400,196800,277600,2016-03-01
Toronto C12,1873200,899600,718000,593500,2016-03-01
Toronto C13,1141800,641300,539700,329700,2016-03-01
Toronto C14,1335600,1046800,777500,436400,2016-03-01
Toronto C15,1157900,720600,508600,359700,2016-03-01
Toronto E01,794800,764600,443200,499100,2016-03-01
Toronto E02,851700,756900,694000,581200,2016-03-01
Toronto E03,745600,680200,,241500,2016-03-01
Toronto E04,599800,480600,417100,279500,2016-03-01
Toronto E05,780400,588800,452200,317500,2016-03-01
Toronto E06,605300,507400,501300,431700,2016-03-01
Toronto E07,780000,591000,475200,299100,2016-03-01
Toronto E08,638400,475300,384900,253400,2016-03-01
Toronto E09,593700,467500,352600,301300,2016-03-01
Toronto E10,662900,519700,369600,231500,2016-03-01
Toronto E11,590400,466800,302600,250800,2016-03-01
City of Toronto,924000,718400,474000,358900,2016-04-01
Toronto W01,994200,814000,404000,354200,2016-04-01
Toronto W02,916600,782600,475000,610000,2016-04-01
Toronto W03,604700,566200,326300,293700,2016-04-01
Toronto W04,626500,567400,445200,232300,2016-04-01
Toronto W05,654100,531700,291500,197100,2016-04-01
Toronto W06,684900,557600,578000,316200,2016-04-01
Toronto W07,859200,772400,520500,455400,2016-04-01
Toronto W08,951500,704500,409000,302800,2016-04-01
Toronto W09,733600,496400,487300,201000,2016-04-01
Toronto W10,582700,512100,296600,219600,2016-04-01
Toronto C01,726100,789700,575200,410800,2016-04-01
Toronto C02,1540800,1192900,980100,514300,2016-04-01
Toronto C03,1287400,847800,,597900,2016-04-01
Toronto C04,1451800,995400,629100,364200,2016-04-01
Toronto C06,972000,744400,,433100,2016-04-01
Toronto C07,1153700,702800,496200,379300,2016-04-01
Toronto C08,507200,833600,586000,409900,2016-04-01
Toronto C09,1636800,1197800,902300,495600,2016-04-01
Toronto C10,1328700,1052000,571400,480400,2016-04-01
Toronto C11,1260100,933800,203200,276500,2016-04-01
Toronto C12,1932300,915900,719100,601000,2016-04-01
Toronto C13,1194300,658000,556200,329300,2016-04-01
Toronto C14,1384500,1077100,808600,441900,2016-04-01
Toronto C15,1205300,752100,525300,362700,2016-04-01
Toronto E01,806000,780400,438800,496000,2016-04-01
Toronto E02,855700,763500,711600,588000,2016-04-01
Toronto E03,755300,677900,,235800,2016-04-01
Toronto E04,626300,491300,401900,286200,2016-04-01
Toronto E05,815000,617400,463100,320300,2016-04-01
Toronto E06,614500,506700,489200,426900,2016-04-01
Toronto E07,806500,611700,490400,307600,2016-04-01
Toronto E08,650000,478900,371700,252800,2016-04-01
Toronto E09,620400,483200,358100,301900,2016-04-01
Toronto E10,685700,531400,374000,228600,2016-04-01
Toronto E11,618400,487000,317200,252000,2016-04-01
City of Toronto,961300,744700,490200,364000,2016-05-01
Toronto W01,1016400,839100,401300,351900,2016-05-01
Toronto W02,968400,830400,476400,622600,2016-05-01
Toronto W03,631900,595400,329400,298300,2016-05-01
Toronto W04,649800,590300,450300,239700,2016-05-01
Toronto W05,677800,552200,321100,204700,2016-05-01
Toronto W06,712600,582800,624600,322500,2016-05-01
Toronto W07,895500,802800,538500,469200,2016-05-01
Toronto W08,979200,730000,422300,306200,2016-05-01
Toronto W09,753100,511500,492400,210100,2016-05-01
Toronto W10,596800,531900,283800,220200,2016-05-01
Toronto C01,772400,837400,593700,418500,2016-05-01
Toronto C02,1572500,1210300,1014700,543900,2016-05-01
Toronto C03,1359700,894400,,604200,2016-05-01
Toronto C04,1500100,1039900,722500,385800,2016-05-01
Toronto C06,1061900,758600,,446000,2016-05-01
Toronto C07,1240200,733200,541400,394400,2016-05-01
Toronto C08,536700,877000,585400,407400,2016-05-01
Toronto C09,1604200,1173400,892500,490000,2016-05-01
Toronto C10,1482700,1177500,590000,488300,2016-05-01
Toronto C11,1265400,942700,216100,286900,2016-05-01
Toronto C12,2063400,965700,760700,602000,2016-05-01
Toronto C13,1318100,711500,582700,330900,2016-05-01
Toronto C14,1475600,1109300,805900,439400,2016-05-01
Toronto C15,1276500,780800,543300,364100,2016-05-01
Toronto E01,829000,800500,453500,496900,2016-05-01
Toronto E02,861400,770900,721500,577900,2016-05-01
Toronto E03,764100,684700,,235900,2016-05-01
Toronto E04,657000,517700,406500,278300,2016-05-01
Toronto E05,844300,643900,478900,327000,2016-05-01
Toronto E06,651900,535300,493400,439700,2016-05-01
Toronto E07,831000,624500,493900,311900,2016-05-01
Toronto E08,678100,494800,379400,263300,2016-05-01
Toronto E09,634900,498900,370800,308300,2016-05-01
Toronto E10,686300,529800,392000,246800,2016-05-01
Toronto E11,623400,493800,339900,258000,2016-05-01
City of Toronto,982100,760300,494300,365900,2016-06-01
Toronto W01,1066400,865700,405400,358400,2016-06-01
Toronto W02,975800,839300,474200,631900,2016-06-01
Toronto W03,642500,605100,336000,304400,2016-06-01
Toronto W04,661200,596700,448900,247900,2016-06-01
Toronto W05,696100,564400,328700,209600,2016-06-01
Toronto W06,729400,582100,639000,330700,2016-06-01
Toronto W07,911500,800700,557600,461500,2016-06-01
Toronto W08,1000700,730700,438900,309200,2016-06-01
Toronto W09,769100,520800,513900,217700,2016-06-01
Toronto W10,608300,543800,291700,227500,2016-06-01
Toronto C01,794600,849300,586900,414900,2016-06-01
Toronto C02,1607400,1227600,1002100,557800,2016-06-01
Toronto C03,1388600,905100,,611600,2016-06-01
Toronto C04,1498000,1057600,692700,392200,2016-06-01
Toronto C06,1097400,780600,,445100,2016-06-01
Toronto C07,1282800,756400,518800,405700,2016-06-01
Toronto C08,551300,906600,573500,414300,2016-06-01
Toronto C09,1659400,1222200,876000,498600,2016-06-01
Toronto C10,1522000,1218500,576700,493600,2016-06-01
Toronto C11,1301600,967100,218000,296300,2016-06-01
Toronto C12,2082800,991500,739000,618900,2016-06-01
Toronto C13,1340000,723100,571600,330500,2016-06-01
Toronto C14,1527700,1137500,808300,421800,2016-06-01
Toronto C15,1322500,812400,548000,366700,2016-06-01
Toronto E01,830700,808400,435500,488400,2016-06-01
Toronto E02,887400,798600,700100,590200,2016-06-01
Toronto E03,772800,704900,,237400,2016-06-01
Toronto E04,680100,539100,416600,283600,2016-06-01
Toronto E05,876400,665400,490200,331900,2016-06-01
Toronto E06,659100,534800,510900,433700,2016-06-01
Toronto E07,843100,637000,509900,313800,2016-06-01
Toronto E08,689300,502200,391500,266100,2016-06-01
Toronto E09,649500,512400,379800,312200,2016-06-01
Toronto E10,702900,539400,406200,250500,2016-06-01
Toronto E11,639000,507600,346200,259800,2016-06-01
City of Toronto,988600,763900,500800,370900,2016-07-01
Toronto W01,1029300,848100,398800,357100,2016-07-01
Toronto W02,995400,855600,478100,633500,2016-07-01
Toronto W03,657300,619000,330400,306600,2016-07-01
Toronto W04,677200,606000,441100,255600,2016-07-01
Toronto W05,703100,574200,325000,213800,2016-07-01
Toronto W06,740800,585200,674100,330600,2016-07-01
Toronto W07,920600,799200,573100,465100,2016-07-01
Toronto W08,999100,728100,449000,309800,2016-07-01
Toronto W09,759800,522800,493500,208700,2016-07-01
Toronto W10,618500,557100,301000,235200,2016-07-01
Toronto C01,774800,825700,592300,423500,2016-07-01
Toronto C02,1632800,1243900,1025000,568600,2016-07-01
Toronto C03,1415100,923700,,620800,2016-07-01
Toronto C04,1514800,1058000,664300,399900,2016-07-01
Toronto C06,1130400,812800,,440700,2016-07-01
Toronto C07,1302400,754200,523100,405100,2016-07-01
Toronto C08,543300,876000,575900,424600,2016-07-01
Toronto C09,1705900,1266200,906400,486700,2016-07-01
Toronto C10,1531700,1219400,593100,489500,2016-07-01
Toronto C11,1323000,1005600,212900,293900,2016-07-01
Toronto C12,2080600,993300,770300,624000,2016-07-01
Toronto C13,1319700,717400,573200,330800,2016-07-01
Toronto C14,1525100,1116700,852200,433300,2016-07-01
Toronto C15,1355200,823000,556000,370900,2016-07-01
Toronto E01,822800,817000,438800,495500,2016-07-01
Toronto E02,882600,800700,706800,610600,2016-07-01
Toronto E03,776600,713100,,240800,2016-07-01
Toronto E04,667300,523100,427300,280700,2016-07-01
Toronto E05,871100,665900,485900,335800,2016-07-01
Toronto E06,667100,540500,534400,442100,2016-07-01
Toronto E07,840100,637500,504600,314200,2016-07-01
Toronto E08,701800,503700,404200,266800,2016-07-01
Toronto E09,651200,505800,391400,319400,2016-07-01
Toronto E10,711300,545900,421700,256600,2016-07-01
Toronto E11,649600,515300,339000,266600,2016-07-01
City of Toronto,991200,761600,509300,374600,2016-08-01
Toronto W01,1011700,831000,407700,363100,2016-08-01
Toronto W02,969200,836200,473700,648100,2016-08-01
Toronto W03,659600,623300,340100,312200,2016-08-01
Toronto W04,680400,616200,451100,256300,2016-08-01
Toronto W05,709100,577300,331100,213200,2016-08-01
Toronto W06,758000,597600,683800,332200,2016-08-01
Toronto W07,946500,820000,576800,465100,2016-08-01
Toronto W08,1003300,737200,455500,313400,2016-08-01
Toronto W09,749300,515500,514400,216500,2016-08-01
Toronto W10,625100,553200,312600,242300,2016-08-01
Toronto C01,750800,815500,595800,424500,2016-08-01
Toronto C02,1625600,1252900,1002100,591500,2016-08-01
Toronto C03,1426600,927000,,604000,2016-08-01
Toronto C04,1544100,1056100,682900,389400,2016-08-01
Toronto C06,1143600,803800,,428900,2016-08-01
Toronto C07,1310700,759300,539300,403300,2016-08-01
Toronto C08,546000,886100,586300,429500,2016-08-01
Toronto C09,1626800,1204300,897700,485700,2016-08-01
Toronto C10,1510900,1198700,582000,506500,2016-08-01
Toronto C11,1305700,971100,218200,299400,2016-08-01
Toronto C12,2054800,962700,790500,618900,2016-08-01
Toronto C13,1282700,700000,591000,318600,2016-08-01
Toronto C14,1538000,1130700,869400,450200,2016-08-01
Toronto C15,1365600,826000,573100,374200,2016-08-01
Toronto E01,817500,808400,458600,497400,2016-08-01
Toronto E02,864500,785300,708100,614600,2016-08-01
Toronto E03,775800,704300,,241300,2016-08-01
Toronto E04,665300,521800,430500,292200,2016-08-01
Toronto E05,890900,683800,492800,335000,2016-08-01
Toronto E06,667300,542400,528000,446700,2016-08-01
Toronto E07,858500,651100,504900,317600,2016-08-01
Toronto E08,701800,505100,407200,267700,2016-08-01
Toronto E09,652600,507000,401600,322700,2016-08-01
Toronto E10,722500,555100,424800,254900,2016-08-01
Toronto E11,651800,519600,351900,278700,2016-08-01
City of Toronto,999900,761600,515300,380400,2016-09-01
Toronto W01,1038500,848800,422900,357000,2016-09-01
Toronto W02,987700,850000,476400,649400,2016-09-01
Toronto W03,658200,623100,351200,311600,2016-09-01
Toronto W04,679200,615900,456200,252300,2016-09-01
Toronto W05,714500,579900,327800,214800,2016-09-01
Toronto W06,777600,612800,684100,338000,2016-09-01
Toronto W07,963800,839700,560200,471600,2016-09-01
Toronto W08,1012200,753500,442800,315800,2016-09-01
Toronto W09,757900,521100,520600,223200,2016-09-01
Toronto W10,632700,553000,322200,242600,2016-09-01
Toronto C01,770600,825200,618400,433300,2016-09-01
Toronto C02,1632000,1231300,991300,599600,2016-09-01
Toronto C03,1437400,923300,,607700,2016-09-01
Toronto C04,1567900,1079100,697100,394800,2016-09-01
Toronto C06,1148800,804900,,437800,2016-09-01
Toronto C07,1342300,769600,548400,410200,2016-09-01
Toronto C08,539500,882800,617800,428400,2016-09-01
Toronto C09,1606700,1164400,893500,465100,2016-09-01
Toronto C10,1470400,1156700,577600,503200,2016-09-01
Toronto C11,1285500,942700,217700,302200,2016-09-01
Toronto C12,2081700,976400,796300,608200,2016-09-01
Toronto C13,1268800,705800,603800,325300,2016-09-01
Toronto C14,1573300,1152200,884600,466300,2016-09-01
Toronto C15,1349700,820500,581300,372300,2016-09-01
Toronto E01,794200,782900,481400,498100,2016-09-01
Toronto E02,865800,780600,745300,623600,2016-09-01
Toronto E03,780500,693500,,239100,2016-09-01
Toronto E04,677400,526200,431300,306800,2016-09-01
Toronto E05,905000,695100,500200,342500,2016-09-01
Toronto E06,667900,552400,532200,458400,2016-09-01
Toronto E07,870300,658700,512300,320500,2016-09-01
Toronto E08,701800,517700,410600,278500,2016-09-01
Toronto E09,663100,507500,402100,326600,2016-09-01
Toronto E10,730500,565700,426900,258700,2016-09-01
Toronto E11,661500,527800,350600,275500,2016-09-01
City of Toronto,1020300,778900,523500,387800,2016-10-01
Toronto W01,1075600,895100,423500,361200,2016-10-01
Toronto W02,962200,833700,490700,655400,2016-10-01
Toronto W03,669900,628700,350800,317700,2016-10-01
Toronto W04,700000,634500,469800,253100,2016-10-01
Toronto W05,713800,583700,340800,215200,2016-10-01
Toronto W06,801400,630000,716200,339500,2016-10-01
Toronto W07,987600,859800,586000,494300,2016-10-01
Toronto W08,1041000,761100,465000,324100,2016-10-01
Toronto W09,794600,525800,539500,234600,2016-10-01
Toronto W10,649200,572400,348100,250300,2016-10-01
Toronto C01,793900,861800,624700,450300,2016-10-01
Toronto C02,1641500,1230300,982900,603300,2016-10-01
Toronto C03,1453700,926600,,602900,2016-10-01
Toronto C04,1614700,1113000,727000,412200,2016-10-01
Toronto C06,1138100,789200,,450800,2016-10-01
Toronto C07,1351900,773200,565500,415400,2016-10-01
Toronto C08,551900,904500,638400,435000,2016-10-01
Toronto C09,1633100,1173400,877000,474400,2016-10-01
Toronto C10,1547800,1208600,570000,502200,2016-10-01
Toronto C11,1317700,986600,226500,308800,2016-10-01
Toronto C12,2104300,997500,812500,605400,2016-10-01
Toronto C13,1306800,722400,619400,343400,2016-10-01
Toronto C14,1629700,1203900,869100,459000,2016-10-01
Toronto C15,1417200,859300,582200,377400,2016-10-01
Toronto E01,830300,816600,486700,512800,2016-10-01
Toronto E02,880400,799600,787500,616200,2016-10-01
Toronto E03,822500,731300,,239700,2016-10-01
Toronto E04,675100,552600,432000,322700,2016-10-01
Toronto E05,902200,700100,498300,350400,2016-10-01
Toronto E06,681300,567400,542300,453100,2016-10-01
Toronto E07,862100,656400,501700,327800,2016-10-01
Toronto E08,714300,527700,416200,297000,2016-10-01
Toronto E09,661700,519800,409700,335800,2016-10-01
Toronto E10,749000,580000,432700,276500,2016-10-01
Toronto E11,669000,531200,361800,282600,2016-10-01
City of Toronto,1031500,790900,530800,392300,2016-11-01
Toronto W01,1108100,915500,429900,370800,2016-11-01
Toronto W02,993800,839900,484700,662300,2016-11-01
Toronto W03,675400,631300,360900,326100,2016-11-01
Toronto W04,702200,639500,464700,264100,2016-11-01
Toronto W05,726800,594000,337200,214500,2016-11-01
Toronto W06,803000,632800,677900,345700,2016-11-01
Toronto W07,984600,848700,564300,490700,2016-11-01
Toronto W08,1028400,758100,445500,329500,2016-11-01
Toronto W09,784100,533100,540500,222900,2016-11-01
Toronto W10,660400,592200,348700,249800,2016-11-01
Toronto C01,787200,856200,646100,449300,2016-11-01
Toronto C02,1638300,1230800,990800,603000,2016-11-01
Toronto C03,1461500,935500,,606300,2016-11-01
Toronto C04,1640600,1129300,738600,417200,2016-11-01
Toronto C06,1162900,818300,,462800,2016-11-01
Toronto C07,1370700,787100,557500,422900,2016-11-01
Toronto C08,588900,957000,678800,447200,2016-11-01
Toronto C09,1630500,1171700,896600,501600,2016-11-01
Toronto C10,1509700,1170000,564500,520200,2016-11-01
Toronto C11,1329100,988300,237700,325700,2016-11-01
Toronto C12,2155800,1031400,865000,621500,2016-11-01
Toronto C13,1375400,753200,652800,340800,2016-11-01
Toronto C14,1661700,1222400,863300,474100,2016-11-01
Toronto C15,1463600,880400,590400,379300,2016-11-01
Toronto E01,880000,869000,520700,521400,2016-11-01
Toronto E02,907200,823400,832700,614300,2016-11-01
Toronto E03,841700,734200,,247600,2016-11-01
Toronto E04,676800,556800,438700,316200,2016-11-01
Toronto E05,900400,703400,503500,353100,2016-11-01
Toronto E06,693100,580500,542100,464600,2016-11-01
Toronto E07,865100,659500,526100,331100,2016-11-01
Toronto E08,724300,533600,419600,303700,2016-11-01
Toronto E09,657400,518800,422000,338800,2016-11-01
Toronto E10,747100,578500,449800,284500,2016-11-01
Toronto E11,663100,529600,358800,284000,2016-11-01
City of Toronto,1038900,798500,533900,396700,2016-12-01
Toronto W01,1064300,881600,424200,371700,2016-12-01
Toronto W02,956500,820900,483900,666800,2016-12-01
Toronto W03,676700,626400,353900,329700,2016-12-01
Toronto W04,703200,625800,467800,271300,2016-12-01
Toronto W05,726800,591300,344100,225400,2016-12-01
Toronto W06,805200,628800,684100,346700,2016-12-01
Toronto W07,991000,850800,587800,488200,2016-12-01
Toronto W08,1029500,752000,461900,328300,2016-12-01
Toronto W09,780000,520500,536900,226700,2016-12-01
Toronto W10,656300,586800,349600,254400,2016-12-01
Toronto C01,805200,872200,652400,451200,2016-12-01
Toronto C02,1662100,1267100,997400,601900,2016-12-01
Toronto C03,1459700,947700,,642000,2016-12-01
Toronto C04,1631500,1105400,772600,448300,2016-12-01
Toronto C06,1167200,785800,,467400,2016-12-01
Toronto C07,1390800,790300,581300,425000,2016-12-01
Toronto C08,597000,974900,681200,452700,2016-12-01
Toronto C09,1592900,1120500,932800,537400,2016-12-01
Toronto C10,1497400,1158200,563400,527400,2016-12-01
Toronto C11,1293600,949300,243900,321900,2016-12-01
Toronto C12,2184900,1020600,901600,647900,2016-12-01
Toronto C13,1422000,756100,669000,354800,2016-12-01
Toronto C14,1694800,1225400,851500,480900,2016-12-01
Toronto C15,1470200,877500,589600,383000,2016-12-01
Toronto E01,908300,912200,528100,524400,2016-12-01
Toronto E02,940300,862800,835600,641200,2016-12-01
Toronto E03,848100,741400,,258800,2016-12-01
Toronto E04,704600,579800,442600,320400,2016-12-01
Toronto E05,926900,708900,503100,350600,2016-12-01
Toronto E06,702500,594000,548500,476700,2016-12-01
Toronto E07,867700,665300,509900,333700,2016-12-01
Toronto E08,735200,545100,430700,313000,2016-12-01
Toronto E09,669100,538900,416500,341600,2016-12-01
Toronto E10,737500,579800,445100,297600,2016-12-01
Toronto E11,665100,530900,364100,284900,2016-12-01
City of Toronto,1085100,848400,601300,490500,2017-12-01
Toronto W01,1152100,919300,508600,503700,2017-12-01
Toronto W02,1046500,891600,570700,516300,2017-12-01
Toronto W03,735300,677000,482600,415300,2017-12-01
Toronto W04,764100,656400,520100,344800,2017-12-01
Toronto W05,783700,632200,401100,297800,2017-12-01
Toronto W06,818700,643300,772700,413500,2017-12-01
Toronto W07,1005100,850800,,559200,2017-12-01
Toronto W08,1069000,753100,503100,419000,2017-12-01
Toronto W09,817800,580900,654400,282100,2017-12-01
Toronto W10,690000,603400,436400,318500,2017-12-01
Toronto C01,1068700,957400,728200,551500,2017-12-01
Toronto C02,1749800,1316900,1127100,687700,2017-12-01
Toronto C03,1607100,1032700,,815400,2017-12-01
Toronto C04,1753600,1203200,1063800,523400,2017-12-01
Toronto C06,1132300,804600,614200,591600,2017-12-01
Toronto C07,1347700,758600,637600,540200,2017-12-01
Toronto C08,1458600,1181200,645800,527000,2017-12-01
