Toronto Municipality,Effective Date,Attribute,Value
Toronto C06,2015-04-01,HPI - Single-Family Detached,834200
Toronto C06,2015-04-01,HPI - Single-Family Attached,645100
Toronto C06,2015-04-01,HPI - Townhouse,
Toronto C06,2015-04-01,HPI - Apartment,391200
Toronto C07,2015-04-01,HPI - Single-Family Detached,951700
Toronto C07,2015-04-01,HPI - Single-Family Attached,609100
Toronto C07,2015-04-01,HPI - Townhouse,436200
Toronto C07,2015-04-01,HPI - Apartment,365300
Toronto C08,2015-04-01,HPI - Single-Family Detached,477400
Toronto C08,2015-04-01,HPI - Single-Family Attached,786800
Toronto C08,2015-04-01,HPI - Townhouse,529800
Toronto C08,2015-04-01,HPI - Apartment,388200
Toronto C09,2015-04-01,HPI - Single-Family Detached,1535000
Toronto C09,2015-04-01,HPI - Single-Family Attached,1131100
Toronto C09,2015-04-01,HPI - Townhouse,848100
Toronto C09,2015-04-01,HPI - Apartment,453600
Toronto C10,2015-04-01,HPI - Single-Family Detached,1191100
Toronto C10,2015-04-01,HPI - Single-Family Attached,945800
Toronto C10,2015-04-01,HPI - Townhouse,514100
Toronto C10,2015-04-01,HPI - Apartment,469600
Toronto C11,2015-04-01,HPI - Single-Family Detached,1144600
Toronto C11,2015-04-01,HPI - Single-Family Attached,834900
Toronto C11,2015-04-01,HPI - Townhouse,181700
Toronto C11,2015-04-01,HPI - Apartment,254500
Toronto C12,2015-04-01,HPI - Single-Family Detached,1712000
Toronto C12,2015-04-01,HPI - Single-Family Attached,789800
Toronto C12,2015-04-01,HPI - Townhouse,603300
Toronto C12,2015-04-01,HPI - Apartment,558300
Toronto C13,2015-04-01,HPI - Single-Family Detached,993400
Toronto C13,2015-04-01,HPI - Single-Family Attached,558000
Toronto C13,2015-04-01,HPI - Townhouse,469600
Toronto C13,2015-04-01,HPI - Apartment,299700
Toronto C14,2015-04-01,HPI - Single-Family Detached,1194700
Toronto C14,2015-04-01,HPI - Single-Family Attached,946900
Toronto C14,2015-04-01,HPI - Townhouse,759900
Toronto C14,2015-04-01,HPI - Apartment,411400
Toronto C15,2015-04-01,HPI - Single-Family Detached,998400
Toronto C15,2015-04-01,HPI - Single-Family Attached,636500
Toronto C15,2015-04-01,HPI - Townhouse,478700
Toronto C15,2015-04-01,HPI - Apartment,354500
Toronto E01,2015-04-01,HPI - Single-Family Detached,719700
Toronto E01,2015-04-01,HPI - Single-Family Attached,716700
Toronto E01,2015-04-01,HPI - Townhouse,400400
Toronto E01,2015-04-01,HPI - Apartment,447400
Toronto E02,2015-04-01,HPI - Single-Family Detached,789200
Toronto E02,2015-04-01,HPI - Single-Family Attached,686700
Toronto E02,2015-04-01,HPI - Townhouse,640800
Toronto E02,2015-04-01,HPI - Apartment,528100
Toronto E03,2015-04-01,HPI - Single-Family Detached,635900
Toronto E03,2015-04-01,HPI - Single-Family Attached,605700
Toronto E03,2015-04-01,HPI - Townhouse,
Toronto E03,2015-04-01,HPI - Apartment,219300
Toronto E04,2015-04-01,HPI - Single-Family Detached,566600
Toronto E04,2015-04-01,HPI - Single-Family Attached,445500
Toronto E04,2015-04-01,HPI - Townhouse,381900
Toronto E04,2015-04-01,HPI - Apartment,266000
Toronto E05,2015-04-01,HPI - Single-Family Detached,710800
Toronto E05,2015-04-01,HPI - Single-Family Attached,542800
Toronto E05,2015-04-01,HPI - Townhouse,396100
Toronto E05,2015-04-01,HPI - Apartment,294300
Toronto E06,2015-04-01,HPI - Single-Family Detached,543000
Toronto E06,2015-04-01,HPI - Single-Family Attached,439900
Toronto E06,2015-04-01,HPI - Townhouse,
Toronto E06,2015-04-01,HPI - Apartment,402600
Toronto E07,2015-04-01,HPI - Single-Family Detached,721000
Toronto E07,2015-04-01,HPI - Single-Family Attached,556500
Toronto E07,2015-04-01,HPI - Townhouse,416000
Toronto E07,2015-04-01,HPI - Apartment,281500
Toronto E08,2015-04-01,HPI - Single-Family Detached,601300
Toronto E08,2015-04-01,HPI - Single-Family Attached,399700
Toronto E08,2015-04-01,HPI - Townhouse,354800
Toronto E08,2015-04-01,HPI - Apartment,234500
Toronto E09,2015-04-01,HPI - Single-Family Detached,552100
Toronto E09,2015-04-01,HPI - Single-Family Attached,436100
Toronto E09,2015-04-01,HPI - Townhouse,314000
Toronto E09,2015-04-01,HPI - Apartment,279800
Toronto E10,2015-04-01,HPI - Single-Family Detached,613000
Toronto E10,2015-04-01,HPI - Single-Family Attached,476800
Toronto E10,2015-04-01,HPI - Townhouse,331200
Toronto E10,2015-04-01,HPI - Apartment,223900
Toronto E11,2015-04-01,HPI - Single-Family Detached,541800
Toronto E11,2015-04-01,HPI - Single-Family Attached,428400
Toronto E11,2015-04-01,HPI - Townhouse,294200
Toronto E11,2015-04-01,HPI - Apartment,217200
City of Toronto,2015-05-01,HPI - Single-Family Detached,834200
City of Toronto,2015-05-01,HPI - Single-Family Attached,656500
City of Toronto,2015-05-01,HPI - Townhouse,431900
City of Toronto,2015-05-01,HPI - Apartment,340500
Toronto W01,2015-05-01,HPI - Single-Family Detached,922600
Toronto W01,2015-05-01,HPI - Single-Family Attached,740000
Toronto W01,2015-05-01,HPI - Townhouse,415100
Toronto W01,2015-05-01,HPI - Apartment,331600
Toronto W02,2015-05-01,HPI - Single-Family Detached,852100
Toronto W02,2015-05-01,HPI - Single-Family Attached,708800
Toronto W02,2015-05-01,HPI - Townhouse,412200
Toronto W02,2015-05-01,HPI - Apartment,569100
Toronto W03,2015-05-01,HPI - Single-Family Detached,543400
Toronto W03,2015-05-01,HPI - Single-Family Attached,524400
Toronto W03,2015-05-01,HPI - Townhouse,
Toronto W03,2015-05-01,HPI - Apartment,266600
Toronto W04,2015-05-01,HPI - Single-Family Detached,566100
Toronto W04,2015-05-01,HPI - Single-Family Attached,520500
Toronto W04,2015-05-01,HPI - Townhouse,345000
Toronto W04,2015-05-01,HPI - Apartment,221900
Toronto W05,2015-05-01,HPI - Single-Family Detached,588400
Toronto W05,2015-05-01,HPI - Single-Family Attached,476500
Toronto W05,2015-05-01,HPI - Townhouse,250500
Toronto W05,2015-05-01,HPI - Apartment,174400
Toronto W06,2015-05-01,HPI - Single-Family Detached,643000
Toronto W06,2015-05-01,HPI - Single-Family Attached,521200
Toronto W06,2015-05-01,HPI - Townhouse,525900
Toronto W06,2015-05-01,HPI - Apartment,304200
Toronto W07,2015-05-01,HPI - Single-Family Detached,817300
Toronto W07,2015-05-01,HPI - Single-Family Attached,737700
Toronto W07,2015-05-01,HPI - Townhouse,460600
Toronto W07,2015-05-01,HPI - Apartment,448900
Toronto W08,2015-05-01,HPI - Single-Family Detached,899700
Toronto W08,2015-05-01,HPI - Single-Family Attached,677600
Toronto W08,2015-05-01,HPI - Townhouse,357400
Toronto W08,2015-05-01,HPI - Apartment,282000
Toronto W09,2015-05-01,HPI - Single-Family Detached,674900
Toronto W09,2015-05-01,HPI - Single-Family Attached,475400
Toronto W09,2015-05-01,HPI - Townhouse,433200
Toronto W09,2015-05-01,HPI - Apartment,179700
Toronto W10,2015-05-01,HPI - Single-Family Detached,519600
Toronto W10,2015-05-01,HPI - Single-Family Attached,465100
Toronto W10,2015-05-01,HPI - Townhouse,262300
Toronto W10,2015-05-01,HPI - Apartment,206100
Toronto C01,2015-05-01,HPI - Single-Family Detached,674600
Toronto C01,2015-05-01,HPI - Single-Family Attached,716300
Toronto C01,2015-05-01,HPI - Townhouse,559100
Toronto C01,2015-05-01,HPI - Apartment,397100
Toronto C02,2015-05-01,HPI - Single-Family Detached,1471900
Toronto C02,2015-05-01,HPI - Single-Family Attached,1119700
Toronto C02,2015-05-01,HPI - Townhouse,851600
Toronto C02,2015-05-01,HPI - Apartment,539100
Toronto C03,2015-05-01,HPI - Single-Family Detached,1203500
Toronto C03,2015-05-01,HPI - Single-Family Attached,783700
Toronto C03,2015-05-01,HPI - Townhouse,
Toronto C03,2015-05-01,HPI - Apartment,536600
Toronto C04,2015-05-01,HPI - Single-Family Detached,1322600
Toronto C04,2015-05-01,HPI - Single-Family Attached,889200
Toronto C04,2015-05-01,HPI - Townhouse,607500
Toronto C04,2015-05-01,HPI - Apartment,357100
Toronto C06,2015-05-01,HPI - Single-Family Detached,856000
Toronto C06,2015-05-01,HPI - Single-Family Attached,660100
Toronto C06,2015-05-01,HPI - Townhouse,
Toronto C06,2015-05-01,HPI - Apartment,408200
Toronto C07,2015-05-01,HPI - Single-Family Detached,971400
Toronto C07,2015-05-01,HPI - Single-Family Attached,623100
Toronto C07,2015-05-01,HPI - Townhouse,434800
Toronto C07,2015-05-01,HPI - Apartment,365600
Toronto C08,2015-05-01,HPI - Single-Family Detached,480500
Toronto C08,2015-05-01,HPI - Single-Family Attached,778000
Toronto C08,2015-05-01,HPI - Townhouse,515900
Toronto C08,2015-05-01,HPI - Apartment,392600
Toronto C09,2015-05-01,HPI - Single-Family Detached,1506100
Toronto C09,2015-05-01,HPI - Single-Family Attached,1125400
Toronto C09,2015-05-01,HPI - Townhouse,842400
Toronto C09,2015-05-01,HPI - Apartment,446000
Toronto C10,2015-05-01,HPI - Single-Family Detached,1216900
Toronto C10,2015-05-01,HPI - Single-Family Attached,980400
Toronto C10,2015-05-01,HPI - Townhouse,541000
Toronto C10,2015-05-01,HPI - Apartment,473400
Toronto C11,2015-05-01,HPI - Single-Family Detached,1161400
Toronto C11,2015-05-01,HPI - Single-Family Attached,860200
Toronto C11,2015-05-01,HPI - Townhouse,180200
Toronto C11,2015-05-01,HPI - Apartment,254200
Toronto C12,2015-05-01,HPI - Single-Family Detached,1744300
Toronto C12,2015-05-01,HPI - Single-Family Attached,810800
Toronto C12,2015-05-01,HPI - Townhouse,612800
Toronto C12,2015-05-01,HPI - Apartment,570900
Toronto C13,2015-05-01,HPI - Single-Family Detached,1017000
Toronto C13,2015-05-01,HPI - Single-Family Attached,571400
Toronto C13,2015-05-01,HPI - Townhouse,481800
Toronto C13,2015-05-01,HPI - Apartment,306300
Toronto C14,2015-05-01,HPI - Single-Family Detached,1218500
Toronto C14,2015-05-01,HPI - Single-Family Attached,973700
Toronto C14,2015-05-01,HPI - Townhouse,793000
Toronto C14,2015-05-01,HPI - Apartment,407700
Toronto C15,2015-05-01,HPI - Single-Family Detached,1006400
Toronto C15,2015-05-01,HPI - Single-Family Attached,641400
Toronto C15,2015-05-01,HPI - Townhouse,487800
Toronto C15,2015-05-01,HPI - Apartment,356200
Toronto E01,2015-05-01,HPI - Single-Family Detached,725100
Toronto E01,2015-05-01,HPI - Single-Family Attached,714800
Toronto E01,2015-05-01,HPI - Townhouse,384600
Toronto E01,2015-05-01,HPI - Apartment,464200
Toronto E02,2015-05-01,HPI - Single-Family Detached,815200
Toronto E02,2015-05-01,HPI - Single-Family Attached,717800
Toronto E02,2015-05-01,HPI - Townhouse,614500
Toronto E02,2015-05-01,HPI - Apartment,533800
Toronto E03,2015-05-01,HPI - Single-Family Detached,654400
Toronto E03,2015-05-01,HPI - Single-Family Attached,616400
Toronto E03,2015-05-01,HPI - Townhouse,
Toronto E03,2015-05-01,HPI - Apartment,218100
Toronto E04,2015-05-01,HPI - Single-Family Detached,574000
Toronto E04,2015-05-01,HPI - Single-Family Attached,453000
Toronto E04,2015-05-01,HPI - Townhouse,385800
Toronto E04,2015-05-01,HPI - Apartment,267800
Toronto E05,2015-05-01,HPI - Single-Family Detached,728800
Toronto E05,2015-05-01,HPI - Single-Family Attached,556000
Toronto E05,2015-05-01,HPI - Townhouse,413700
Toronto E05,2015-05-01,HPI - Apartment,299400
Toronto E06,2015-05-01,HPI - Single-Family Detached,544500
Toronto E06,2015-05-01,HPI - Single-Family Attached,449900
Toronto E06,2015-05-01,HPI - Townhouse,
Toronto E06,2015-05-01,HPI - Apartment,404000
Toronto E07,2015-05-01,HPI - Single-Family Detached,732500
Toronto E07,2015-05-01,HPI - Single-Family Attached,559300
Toronto E07,2015-05-01,HPI - Townhouse,425100
Toronto E07,2015-05-01,HPI - Apartment,282200
Toronto E08,2015-05-01,HPI - Single-Family Detached,600600
Toronto E08,2015-05-01,HPI - Single-Family Attached,404600
Toronto E08,2015-05-01,HPI - Townhouse,356800
Toronto E08,2015-05-01,HPI - Apartment,238200
Toronto E09,2015-05-01,HPI - Single-Family Detached,557000
Toronto E09,2015-05-01,HPI - Single-Family Attached,446200
Toronto E09,2015-05-01,HPI - Townhouse,324000
Toronto E09,2015-05-01,HPI - Apartment,284700
Toronto E10,2015-05-01,HPI - Single-Family Detached,609500
Toronto E10,2015-05-01,HPI - Single-Family Attached,476800
Toronto E10,2015-05-01,HPI - Townhouse,341000
Toronto E10,2015-05-01,HPI - Apartment,230000
Toronto E11,2015-05-01,HPI - Single-Family Detached,551000
Toronto E11,2015-05-01,HPI - Single-Family Attached,440900
Toronto E11,2015-05-01,HPI - Townhouse,304800
Toronto E11,2015-05-01,HPI - Apartment,218200
City of Toronto,2015-06-01,HPI - Single-Family Detached,838900
City of Toronto,2015-06-01,HPI - Single-Family Attached,661900
City of Toronto,2015-06-01,HPI - Townhouse,435300
City of Toronto,2015-06-01,HPI - Apartment,341400
Toronto W01,2015-06-01,HPI - Single-Family Detached,941100
Toronto W01,2015-06-01,HPI - Single-Family Attached,759000
Toronto W01,2015-06-01,HPI - Townhouse,420700
Toronto W01,2015-06-01,HPI - Apartment,336100
Toronto W02,2015-06-01,HPI - Single-Family Detached,842700
Toronto W02,2015-06-01,HPI - Single-Family Attached,710100
Toronto W02,2015-06-01,HPI - Townhouse,427900
Toronto W02,2015-06-01,HPI - Apartment,563800
Toronto W03,2015-06-01,HPI - Single-Family Detached,549300
Toronto W03,2015-06-01,HPI - Single-Family Attached,533100
Toronto W03,2015-06-01,HPI - Townhouse,
Toronto W03,2015-06-01,HPI - Apartment,267200
Toronto W04,2015-06-01,HPI - Single-Family Detached,567700
Toronto W04,2015-06-01,HPI - Single-Family Attached,522000
Toronto W04,2015-06-01,HPI - Townhouse,368300
Toronto W04,2015-06-01,HPI - Apartment,224700
Toronto W05,2015-06-01,HPI - Single-Family Detached,602400
Toronto W05,2015-06-01,HPI - Single-Family Attached,487900
Toronto W05,2015-06-01,HPI - Townhouse,257900
Toronto W05,2015-06-01,HPI - Apartment,178400
Toronto W06,2015-06-01,HPI - Single-Family Detached,626800
Toronto W06,2015-06-01,HPI - Single-Family Attached,514500
Toronto W06,2015-06-01,HPI - Townhouse,528600
Toronto W06,2015-06-01,HPI - Apartment,309500
Toronto W07,2015-06-01,HPI - Single-Family Detached,790500
Toronto W07,2015-06-01,HPI - Single-Family Attached,720900
Toronto W07,2015-06-01,HPI - Townhouse,495500
Toronto W07,2015-06-01,HPI - Apartment,450500
Toronto W08,2015-06-01,HPI - Single-Family Detached,889200
Toronto W08,2015-06-01,HPI - Single-Family Attached,667700
Toronto W08,2015-06-01,HPI - Townhouse,377200
Toronto W08,2015-06-01,HPI - Apartment,281400
Toronto W09,2015-06-01,HPI - Single-Family Detached,676000
Toronto W09,2015-06-01,HPI - Single-Family Attached,470100
Toronto W09,2015-06-01,HPI - Townhouse,432700
Toronto W09,2015-06-01,HPI - Apartment,186700
Toronto W10,2015-06-01,HPI - Single-Family Detached,519900
Toronto W10,2015-06-01,HPI - Single-Family Attached,463000
Toronto W10,2015-06-01,HPI - Townhouse,251900
Toronto W10,2015-06-01,HPI - Apartment,210100
Toronto C01,2015-06-01,HPI - Single-Family Detached,673900
Toronto C01,2015-06-01,HPI - Single-Family Attached,710400
Toronto C01,2015-06-01,HPI - Townhouse,558800
Toronto C01,2015-06-01,HPI - Apartment,391900
Toronto C02,2015-06-01,HPI - Single-Family Detached,1441000
Toronto C02,2015-06-01,HPI - Single-Family Attached,1101300
Toronto C02,2015-06-01,HPI - Townhouse,863300
Toronto C02,2015-06-01,HPI - Apartment,536300
Toronto C03,2015-06-01,HPI - Single-Family Detached,1211400
Toronto C03,2015-06-01,HPI - Single-Family Attached,800000
Toronto C03,2015-06-01,HPI - Townhouse,
Toronto C03,2015-06-01,HPI - Apartment,542600
Toronto C04,2015-06-01,HPI - Single-Family Detached,1335200
Toronto C04,2015-06-01,HPI - Single-Family Attached,881600
Toronto C04,2015-06-01,HPI - Townhouse,623500
Toronto C04,2015-06-01,HPI - Apartment,362100
Toronto C06,2015-06-01,HPI - Single-Family Detached,871900
Toronto C06,2015-06-01,HPI - Single-Family Attached,685500
Toronto C06,2015-06-01,HPI - Townhouse,
Toronto C06,2015-06-01,HPI - Apartment,403100
Toronto C07,2015-06-01,HPI - Single-Family Detached,999300
Toronto C07,2015-06-01,HPI - Single-Family Attached,644500
Toronto C07,2015-06-01,HPI - Townhouse,435600
Toronto C07,2015-06-01,HPI - Apartment,368200
Toronto C08,2015-06-01,HPI - Single-Family Detached,490500
Toronto C08,2015-06-01,HPI - Single-Family Attached,798500
Toronto C08,2015-06-01,HPI - Townhouse,528000
Toronto C08,2015-06-01,HPI - Apartment,391100
Toronto C09,2015-06-01,HPI - Single-Family Detached,1571500
Toronto C09,2015-06-01,HPI - Single-Family Attached,1172600
Toronto C09,2015-06-01,HPI - Townhouse,856300
Toronto C09,2015-06-01,HPI - Apartment,435700
Toronto C10,2015-06-01,HPI - Single-Family Detached,1243900
Toronto C10,2015-06-01,HPI - Single-Family Attached,1030800
Toronto C10,2015-06-01,HPI - Townhouse,536600
Toronto C10,2015-06-01,HPI - Apartment,479400
Toronto C11,2015-06-01,HPI - Single-Family Detached,1192900
Toronto C11,2015-06-01,HPI - Single-Family Attached,893900
Toronto C11,2015-06-01,HPI - Townhouse,189500
Toronto C11,2015-06-01,HPI - Apartment,257800
Toronto C12,2015-06-01,HPI - Single-Family Detached,1769000
Toronto C12,2015-06-01,HPI - Single-Family Attached,812100
Toronto C12,2015-06-01,HPI - Townhouse,624300
Toronto C12,2015-06-01,HPI - Apartment,567400
Toronto C13,2015-06-01,HPI - Single-Family Detached,1044800
Toronto C13,2015-06-01,HPI - Single-Family Attached,580400
Toronto C13,2015-06-01,HPI - Townhouse,485200
Toronto C13,2015-06-01,HPI - Apartment,305500
Toronto C14,2015-06-01,HPI - Single-Family Detached,1247800
Toronto C14,2015-06-01,HPI - Single-Family Attached,985400
Toronto C14,2015-06-01,HPI - Townhouse,743000
Toronto C14,2015-06-01,HPI - Apartment,414400
Toronto C15,2015-06-01,HPI - Single-Family Detached,1027000
Toronto C15,2015-06-01,HPI - Single-Family Attached,657000
Toronto C15,2015-06-01,HPI - Townhouse,489800
Toronto C15,2015-06-01,HPI - Apartment,355900
Toronto E01,2015-06-01,HPI - Single-Family Detached,729200
Toronto E01,2015-06-01,HPI - Single-Family Attached,724600
Toronto E01,2015-06-01,HPI - Townhouse,393500
Toronto E01,2015-06-01,HPI - Apartment,474400
Toronto E02,2015-06-01,HPI - Single-Family Detached,822700
Toronto E02,2015-06-01,HPI - Single-Family Attached,721100
Toronto E02,2015-06-01,HPI - Townhouse,621600
Toronto E02,2015-06-01,HPI - Apartment,550300
Toronto E03,2015-06-01,HPI - Single-Family Detached,655400
Toronto E03,2015-06-01,HPI - Single-Family Attached,615100
Toronto E03,2015-06-01,HPI - Townhouse,
Toronto E03,2015-06-01,HPI - Apartment,221200
Toronto E04,2015-06-01,HPI - Single-Family Detached,569000
Toronto E04,2015-06-01,HPI - Single-Family Attached,441300
Toronto E04,2015-06-01,HPI - Townhouse,390300
Toronto E04,2015-06-01,HPI - Apartment,276200
Toronto E05,2015-06-01,HPI - Single-Family Detached,730900
Toronto E05,2015-06-01,HPI - Single-Family Attached,554100
Toronto E05,2015-06-01,HPI - Townhouse,419100
Toronto E05,2015-06-01,HPI - Apartment,297100
Toronto E06,2015-06-01,HPI - Single-Family Detached,555300
Toronto E06,2015-06-01,HPI - Single-Family Attached,459200
Toronto E06,2015-06-01,HPI - Townhouse,
Toronto E06,2015-06-01,HPI - Apartment,410600
Toronto E07,2015-06-01,HPI - Single-Family Detached,738000
Toronto E07,2015-06-01,HPI - Single-Family Attached,568500
Toronto E07,2015-06-01,HPI - Townhouse,433500
Toronto E07,2015-06-01,HPI - Apartment,282700
Toronto E08,2015-06-01,HPI - Single-Family Detached,610000
Toronto E08,2015-06-01,HPI - Single-Family Attached,417100
Toronto E08,2015-06-01,HPI - Townhouse,363000
Toronto E08,2015-06-01,HPI - Apartment,243100
Toronto E09,2015-06-01,HPI - Single-Family Detached,555000
Toronto E09,2015-06-01,HPI - Single-Family Attached,439500
Toronto E09,2015-06-01,HPI - Townhouse,328600
Toronto E09,2015-06-01,HPI - Apartment,289800
Toronto E10,2015-06-01,HPI - Single-Family Detached,614000
